tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,body,title_len,body_len,title_clean,body_clean
"['c#', 'autodesk-forge', 'autodesk-inventor']","{'reputation': 23, 'user_id': 13924500, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-WExiyOoW3rw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclxjgk0FzBc1TsntT87fhS5OHjOlA/photo.jpg?sz=128', 'display_name': 'Mark Brouwers', 'link': 'https://stackoverflow.com/users/13924500/mark-brouwers'}",True,293,62941901.0,1,2,2020-07-16 19:07:35,2020-07-13 18:43:01,62882264,CC BY-SA 4.0,https://stackoverflow.com/questions/62882264/external-ilogic-rules-in-forge,External iLogic rules in Forge,"Is there a way for using external iLogic rules in combination with Forge Automation?
I've got an iLogic rule that depends on the following external iLogic rule: I've added this file (MyiLogicFile.iLogicVb) to my bundle in the hope that Forge would resolve this, but no luck. Therefore, my question is: Is it possible, at all, to use external iLogic rules? If is, how do I get them in Forge? Cheers, Mark",30,546,external ilogic rule forge,way use external ilogic rule combination forge automationive get ilogic rule depend follow external ilogic rule I ve add file myilogicfileilogicvb bundle hope forge would resolve luck therefore question possible use external ilogic rule get forge cheer mark
"['c#', 'autodesk-forge', 'revit', 'forge']","{'reputation': 75, 'user_id': 4979438, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/827b0faa76a1a5a2ce02cc737b3c703a?s=128&d=identicon&r=PG&f=1', 'display_name': 'InsaneKarma', 'link': 'https://stackoverflow.com/users/4979438/insanekarma'}",False,163,,0,2,2020-04-13 15:25:26,2020-04-10 21:07:48,61148699,CC BY-SA 4.0,https://stackoverflow.com/questions/61148699/forge-api-how-do-i-get-the-geometry-of-a-2d-floor-plan-using-forge-api,Forge API: How do I get the geometry of a 2D floor plan using Forge API,"I have looked at the model derivative API and it looks like the translation to obj format is only supported for 3D views I tried the following call but, I get a 406 in Postman. Using the SDK I just get an error saying ""Error calling translate"" when I try to translate a 2D view to OBJ format. How do I get X/Y/Z coordinates of a 2D floor plan using the Model derivative API?",71,1161,forge api get geometry   floor plan use forge api,look model derivative api look like translation obj format support   view try follow call get   postman use sdk get error say error call translate try translate   view obj format get xyz coordinate   floor plan use model derivative api
"['autodesk-forge', 'viewer']","{'reputation': 25, 'user_id': 12607637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45dcd1e282243b9e6895250deb0a9c50?s=128&d=identicon&r=PG&f=1', 'display_name': 'JSDrogon', 'link': 'https://stackoverflow.com/users/12607637/jsdrogon'}",False,98,,2,2,2020-03-17 15:22:35,2019-12-27 13:58:02,59501824,CC BY-SA 4.0,https://stackoverflow.com/questions/59501824/forge-viewer-slows-down-when-added-svg-on-it,Forge viewer slows down when added SVG on it,"I am using Autodesk Forge's Markups core extension to draw some shapes on a forge viewer, which is rendering 2D sheet(rvt). Once I draw a shape I save its SVG in my DB to redraw it later. To redraw the shape I use markupExtension.loadMarkups(svgData, LayerName). Somehow my forge viewer's performance slows when I redraw some shapes on the sheet. The zooming and selection of elements slows down. Can someone please help me solve this issue?",44,466,forge viewer slow add svg,use autodesk forge markup core extension draw shape forge viewer render   sheetrvt draw shape save svg db redraw later redraw shape use markupextensionloadmarkupssvgdata layername somehow forge viewer performance slow redraw shape sheet zoom selection element slow someone please help solve issue
"['autodesk-forge', 'autodesk-model-derivative']","{'reputation': 65, 'user_id': 7600717, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-a9LPYrvxyks/AAAAAAAAAAI/AAAAAAAAAAA/AB6qoq3YDWzdQ1p2fU-5S1VB8ZreQqq3sA/mo/photo.jpg?sz=128', 'display_name': 'Pravin Shinde', 'link': 'https://stackoverflow.com/users/7600717/pravin-shinde'}",False,179,,1,2,2019-10-14 06:20:34,2019-10-11 06:26:23,58335386,CC BY-SA 4.0,https://stackoverflow.com/questions/58335386/how-to-get-units-for-revit-model-using-forge-model-derivative-apis,How to get units for revit model using Forge model derivative APIs?,"I am looking for a way to figure out units for a Revit model on Autodesk Forge cloud, needed for my backend application.
I checked model derivative endpoints but not able to find any idea.
Is there a way to get units for a Revit model using Forge Model Derivative APIs or other APIs?",67,292,get unit revit model use forge model derivative apis,look way figure unit revit model autodesk forge cloud need backend applicationi check model derivative endpoint able find ideais way get unit revit model use forge model derivative apis apis
"['autodesk-forge', 'autodesk-viewer', '3dsmax']","{'reputation': 73, 'user_id': 8349768, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/489de3882a5d0e14312eb3165bd51f36?s=128&d=identicon&r=PG&f=1', 'display_name': 'T. Pex', 'link': 'https://stackoverflow.com/users/8349768/t-pex'}",False,111,,1,2,2019-07-25 03:16:00,2019-05-13 08:37:09,56108548,CC BY-SA 4.0,https://stackoverflow.com/questions/56108548/viewer-not-reading-certain-data-from-3ds-max,Viewer not reading certain data from 3ds Max,"Kindly see this image for the reference: Seems like adding a map with an Aplha channel output is not working, as this isn't reflected in the SVF file after the translation of the file containing Opacity maps. Is Opacity maps supported with 3ds Max for the Forge Viewer?",44,491,viewer read certain datum   max,kindly see image reference seem like add map aplha channel output work be not reflect svf file translation file contain opacity map opacity map support   max forge viewer
"['autodesk-forge', 'autodesk-webhooks']","{'reputation': 138, 'user_id': 3046081, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c395d7c7432e94d338d0c9a8d4492d00?s=128&d=identicon&r=PG', 'display_name': 'Frank Chen', 'link': 'https://stackoverflow.com/users/3046081/frank-chen'}",True,79,55834351.0,1,2,2019-04-24 16:08:31,2019-04-23 03:48:46,55804042,CC BY-SA 4.0,https://stackoverflow.com/questions/55804042/autodesk-forge-webhooks-with-multiple-apps,Autodesk Forge Webhooks with multiple apps,"I'm developing integrations using Autodesk Forge Webhooks API, but find that only one webhook can be added to a root folder by the account. Even when I create another app (Client ID, secret pair) and use it to retrieve another access token, I still see the same webhooks and can delete or update them. Seems it doesn't matter which app the access token was authorized from, as long as it represents the same account, they share the same webhooks and apply the limit of only one hook on one root folder. My question is, is this design intentional? It seems problematic because one account owner might connect his/her account to different applications (represented by different Client ID & secret pairs). And more than one of the applications might utilize webhooks. The current behavior I observed could results in different apps conflicting or overwriting each others' webhooks. My test account is A360 personal btw, I don't have a A360 team nor BIM360 account so not sure whether they behave differently.",42,1050,autodesk forge webhook multiple app,develop integration use autodesk forge webhooks api find one webhook add root folder account even create another app client i d secret pair use retrieve another access token still see webhooks delete update seem do not matter app access token authorize long represent account share webhooks apply limit one hook one root folder question design intentional seem problematic one account owner might connect hisher account different application represent different client i d secret pair one application might utilize webhooks current behavior observe could result different app conflict overwrite other webhooks test account   personal btw do nt   team   account sure whether behave differently
"['c#', 'asp.net-core', 'autodesk-forge', 'autodesk-designautomation']","{'reputation': 23, 'user_id': 10841251, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-eWDBKZwjTms/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaZ5a4PJqcamhOTbnUESgWuNwGMhw/mo/photo.jpg?sz=128', 'display_name': 'lan bao', 'link': 'https://stackoverflow.com/users/10841251/lan-bao'}",True,644,55548935.0,2,2,2019-04-06 22:25:16,2019-04-06 04:52:26,55546024,CC BY-SA 4.0,https://stackoverflow.com/questions/55546024/how-to-revit-export-pdf-by-designautomationv3-forge-api,How to Revit export PDF by DesignAutomationV3 (Forge API),"I try your code to export DWGs in blog Autodesk Forge. It is work very well, I get a zip with files dwgs. Now i try to export PDF but it not work, i just get a zip with no things. I think it problem maybe from Print Settings of Revit Sandbox. Please help me",57,265,revit export pdf   forge api,try code export dwgs blog autodesk forge work well get zip file dwgs try export pdf work get zip thing think problem maybe print setting revit sandbox please help
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 25, 'user_id': 10479836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa186861784b2c59c4e0958409947106?s=128&d=identicon&r=PG&f=1', 'display_name': 'duffra', 'link': 'https://stackoverflow.com/users/10479836/duffra'}",True,365,55093164.0,1,2,2019-03-10 22:46:41,2019-03-10 10:28:38,55086712,CC BY-SA 4.0,https://stackoverflow.com/questions/55086712/remove-tools-button-from-forge-settingstools-toolbar,Remove tools button from Forge settingsTools Toolbar,"I'd like to remove some buttons from the Forge Toolbar. So far I've used the code by @Philippe at and I successfully removed all the buttons in the 'navTools' and 'modelTools'. When trying with the 'settingsTools' I can remove only the ModelBrowser button, not the Properties or Settings or Fullscreen button (in debug mode I see these controls as null values). Here is my code: I know I can hide the entire settingsTool, but then I have the same problem when making visible to true for Property/Settings/Fullscreen button. It seems again the control remains null when debugging the code. Please, can you help me facing with the 3 last buttons in the 'settingsTools' toolbar?
Essentially, I'm trying to understand the global customization of the viewer, removing everything in the UI is not my purpose :) Thanks!!",52,2129,remove tool button forge settingstool toolbar,i d like remove button forge toolbar far I ve use code philippe successfully remove button navtool modeltool try settingstool remove modelbrowser button property setting fullscreen button debug mode see control null value code know hide entire settingstool problem make visible true propertysettingsfullscreen button seem control remain null debug code please help face   last button settingstool toolbaressentially try understand global customization viewer remove everything ui purpose thank
"['three.js', 'autodesk-forge']","{'reputation': 19, 'user_id': 11027193, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-c245ckWJGo8/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOEhuRlxrrKt_IemFFgFzztSPoinw/mo/photo.jpg?sz=128', 'display_name': 'Andlab', 'link': 'https://stackoverflow.com/users/11027193/andlab'}",False,244,,1,2,2019-03-08 09:27:51,2019-02-15 12:23:17,54709332,CC BY-SA 4.0,https://stackoverflow.com/questions/54709332/forge-viewer-how-to-disable-transparancy-at-materials,Forge viewer: How to disable transparancy at Materials,"In order to set colors upon many objects in the forge viewer, I made an extension which sets the color upon material and connect the objects to it. This way I only update the viewer once instead of multiple times. However I would like to have no transparancy, but I keep on getting it, even I have set the material transparancy to false. How can I fix this?",54,1610,forge view disable transparancy material,order set color upon many object forge viewer make extension set color upon material connect object way update viewer instead multiple time however would like transparancy keep get even set material transparancy false fix
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 39, 'user_id': 11047301, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9867b078958b8cf02076dc23b8a4bbff?s=128&d=identicon&r=PG&f=1', 'display_name': 'Wesley Reed', 'link': 'https://stackoverflow.com/users/11047301/wesley-reed'}",True,92,54682000.0,2,2,2019-02-14 01:37:03,2019-02-11 20:10:46,54638367,CC BY-SA 4.0,https://stackoverflow.com/questions/54638367/why-does-text-markup-size-varies-based-on-zoom,Why Does Text Markup Size Varies Based on Zoom?,"When loading text markups from a database, the text markups show up in a different size based on the current zoom of the viewer. How do I make text markups show at a static size regardless of zoom?",47,951,text markup size vary base zoom,loading text markups database text markup show different size base current zoom viewer make text markup show static size regardless zoom
['autodesk-forge'],"{'reputation': 85, 'user_id': 4277567, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LasmF.jpg?s=128&g=1', 'display_name': 'Thomas Van Driessche', 'link': 'https://stackoverflow.com/users/4277567/thomas-van-driessche'}",False,62,,1,2,2019-02-28 12:45:24,2018-08-31 07:49:43,52110849,CC BY-SA 4.0,https://stackoverflow.com/questions/52110849/transparant-highlight-of-selection-in-forge,Transparant highlight of selection in Forge,"A time ago we created the following issue/question: We now upgraded to version 6 and are still experiencing this problem.
Is this a known issue or something that gets investigated at the moment? kind regards",43,430,transparant highlight selection forge,time ago create follow issuequestion upgrade version   still experience problemis know issue something gets investigate moment kind regard
"['javascript', 'autodesk-forge', 'autodesk-viewer']","{'reputation': 61, 'user_id': 6781997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb6971ccc419e560d12002475b7d5135?s=128&d=identicon&r=PG&f=1', 'display_name': 'Bi SAl MhRzn', 'link': 'https://stackoverflow.com/users/6781997/bi-sal-mhrzn'}",False,202,,1,2,2018-05-21 02:40:52,2018-05-18 09:54:45,50408619,CC BY-SA 4.0,https://stackoverflow.com/questions/50408619/loading-models-in-same-position-so-that-it-overlays,"Loading Models in same position, so that it overlays","I'm using the loader of the Autodesk. When I load the same model to the viewer, the position of previous model shifts to a different position. I'm using transformations, like translation,rotation and scaling, to adjust the position of the model so that is overlays over the first model. Is there a way to load the model in a way where it overlaps on loading the second model? Also, for the z-oriented and files, is there a fix? For reference, I have been following these blogs:",52,1051,loading model position overlay,use loader autodesk load model viewer position previous model shift different position use transformation like translationrotation scale adjust position model overlay first model way load model way overlap load second model also zoriente file fix reference follow blog
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 260, 'user_id': 3603439, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1534731667/picture?type=large', 'display_name': 'tink', 'link': 'https://stackoverflow.com/users/3603439/tink'}",False,390,,0,2,2018-03-12 21:07:47,2018-03-12 21:07:47,49244424,CC BY-SA 3.0,https://stackoverflow.com/questions/49244424/forge-viewer-resizing-window-with-forge-viewer-instance-on-the-background,Forge Viewer - Resizing window with Forge Viewer instance on the background,"Further question on the solution provided . I have a forge viewer that is not rendering on this page but it is running in the background to save (re)loading  at continuous route changes. But when I resize the page, It gives me below error on this page. ERROR TypeError: Cannot read property '__webglFramebuffer' of null Is there any way to block forge viewer ""resize"" from getting called? P.S. I don't want to destroy the viewer. As I want it load on the background.",75,603,forge viewer resize window forge viewer instance background,question solution provide forge viewer rendering page run background save reload continuous route change resize page give error page error typeerror can not read property webglframebuffer null way block forge view resize getting call ps do not want destroy viewer want load background
['autodesk-forge'],"{'reputation': 21, 'user_id': 9428558, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4dfaE-CGpXc/AAAAAAAAAAI/AAAAAAAAADM/XUw9_pujjcc/photo.jpg?sz=128', 'display_name': 'Kevin Derksen', 'link': 'https://stackoverflow.com/users/9428558/kevin-derksen'}",False,353,,1,2,2019-07-19 17:22:40,2018-03-01 11:32:50,49048832,CC BY-SA 3.0,https://stackoverflow.com/questions/49048832/transparent-highlight-of-selection-in-forge-viewer,Transparent Highlight of Selection in Forge Viewer,"Something has changed in the way the Forge Viewer is displaying our selected objects. First when we selected a window it would stay transparent, and was only highlighted with the default or given color. Right now the windows are rendered non-transparent with the default or given color: This only happens at the first selection, the first selected object will stay non-transparent until you pan/zoom the scene or Zoom in (F) on another object: I already tried on every selection: This will reset the pre-selected object to his original transparent material, but the selected object will be highlighted un-transparent every time. I do not use a custom selection here, this is just default behaviour. Any advice?",50,963,transparent highlight selection forge viewer,something change way forge viewer display select object first select window would stay transparent highlighted default give color right window render nontransparent default give color happen first selection first select object stay nontransparent panzoom scene zoom f another object already try every selection reset preselecte object original transparent material select object highlight untransparent every time use custom selection default behaviour advice
"['autodesk-forge', 'autodesk-viewer', 'autodesk-model-derivative']","{'reputation': 104, 'user_id': 2052374, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/v2xWE.jpg?s=128&g=1', 'display_name': 'Stevie754', 'link': 'https://stackoverflow.com/users/2052374/stevie754'}",False,204,,1,2,2018-02-01 20:56:27,2018-01-25 14:52:04,48445722,CC BY-SA 3.0,https://stackoverflow.com/questions/48445722/autodesk-pdf-viewer-errors,Autodesk PDF Viewer Errors,"We are currently using the Autodesk forge viewer to display both 2D and 3D files. We have recently had a few issues around the 2D/PDF functionality that was working prior to the latest updates. Currently we are using viewer version 3.1.3 and any new PDF files uploaded when we attempt to open the PDF in the viewer throws a ""404 Not Found"" error. We have multi page PDF files uploaded prior to the updates last year that can still be opened and pages navigated successfully as expected. When updating the viewer version to 3.3 the first page of the PDF's will load.
There appears to be an issue with new uploads no longer being supported by 3.1.3 . When using version 3.3 we can no longer open other pages in the PDF viewer as there are errors thrown from within the method on page change.",26,990,autodesk pdf viewer error,currently use autodesk forge viewer display    file recently issue around   functionality work prior late updates currently use view version   new pdf file upload attempt open pdf viewer throw   find error multi page pdf file upload prior update last year still open page navigate successfully expect update view version   first page pdfs loadthere appear issue new upload long support   use version   long open page pdf view error throw within method page change
"['.net', 'autodesk-forge']","{'reputation': 29, 'user_id': 9097195, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214542446257642/picture?type=large', 'display_name': 'Anupam Das', 'link': 'https://stackoverflow.com/users/9097195/anupam-das'}",False,52,,1,2,2018-02-20 23:26:30,2017-12-14 05:34:34,47806490,CC BY-SA 3.0,https://stackoverflow.com/questions/47806490/typeinitialization-exception-when-trying-to-build-autodesk-forge-net-sdk-sample,typeinitialization exception when trying to build Autodesk Forge .net SDK sample,"I am trying to build the simple-csharp sample in Autodesk Forge .net SDK and getting a "" type initialization exception"" . Does anyone know how to fix this? It seems to be happening when this is called: private static BucketsApi bucketsApi =new BucketsApi ();",80,328,typeinitialization exception try build autodesk forge net sdk sample,try build simplecsharp sample autodesk forge net sdk getting type initialization exception anyone know fix seem happening call private static bucketsapi bucketsapi new bucketsapi
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 113, 'user_id': 8712672, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/637530f0bda820001e3f9102a2ee10b0?s=128&d=identicon&r=PG&f=1', 'display_name': 'Yury Apanasik', 'link': 'https://stackoverflow.com/users/8712672/yury-apanasik'}",False,222,,1,2,2017-12-06 00:24:45,2017-12-05 11:57:11,47653088,CC BY-SA 3.0,https://stackoverflow.com/questions/47653088/forge-viewer-css-breaks-site-styles,forge-viewer CSS breaks site styles,"We have to include CSS file for forge-viewer, but it breaks our own site styles. For example:
- forge CSS contains Alertify styles (they overrides our own custom Alertify styles)
- forge CSS has style for ""#close"" - this breaks our close buttons
- etc That can you suggest to solve this critical problem?",35,320,forgeviewer css break site style,include css file forgeviewer break site style example forge css contain alertify style override custom alertify style forge css style close break close button etc suggest solve critical problem
"['autodesk-forge', 'autodesk-viewer']","{'reputation': 27, 'user_id': 8955237, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4onKi.jpg?s=128&g=1', 'display_name': 'k-oshima', 'link': 'https://stackoverflow.com/users/8955237/k-oshima'}",True,347,47354477.0,1,2,2017-11-17 15:51:42,2017-11-17 05:42:33,47343993,CC BY-SA 3.0,https://stackoverflow.com/questions/47343993/autodesk-forge-what-is-the-difference-between-dbid-objectid-and-nodeid,"Autodesk Forge: What is the difference between dbId, objectId, and nodeId?","What is the difference between dbId, objectId, and nodeId? For example, the first argument of the following functions is the same kind of id or ids? fitToView(objectIds,model) objectIds: array of Ids, or null. getProperties(dbId,onSuccessCallback,onErrorCallback) dbId: ID of the node to return the properties for. select(dbids,selectionType) dbids: You can pass an array of IDs or just a single ID. hideById(nodeId) nodeId: (no description) from Viewer API reference",74,698,autodesk forge difference dbid objectid nodeid,difference dbid objectid nodeid example first argument follow function kind i d ids fittoviewobjectidsmodel objectid array ids null getpropertiesdbidonsuccesscallbackonerrorcallback dbid i d node return property selectdbidsselectiontype dbid pass array ids single i d hidebyidnodeid nodeid description viewer api reference
"['viewer', 'autodesk-forge', 'forge']","{'reputation': 44, 'user_id': 8299489, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/08296d9b7093714067ff680a2e597217?s=128&d=identicon&r=PG&f=1', 'display_name': 'weijie', 'link': 'https://stackoverflow.com/users/8299489/weijie'}",False,385,,1,2,2017-07-13 09:51:09,2017-07-13 03:50:30,45071110,CC BY-SA 3.0,https://stackoverflow.com/questions/45071110/when-the-model-is-too-big-in-forge-it-will-flickering-how-to-solve-it,"when the model is too big in forge,it will flickering,how to solve it?","I use forge in my project.But my model is so big that force can't work well. When I move my model in a forge, it can not finish rendering right away.It will be flickering.This affects the normal work. Such as this video： 1）I have tried  Model Consolidation, but this has no obvious effect.
[ This is the code： 2）I want to merge elements and reduce the number of patches in the model. I think my model is too big, it has too many elements and patches. So it wants to reduce them.But I don't find any good idea to solve it. I have tried 3d Max, Maya, and Navisworks to merge elements and reduce the number of patches.But none of them worked well.I haven't found a better way to reduce patches and merge elements. Do you have a good way to solve the flickering problem?",70,1377,model big forgeit flickeringhow solve,use forge projectbut model big force can not work well move model forge finish render right awayit flickeringthis affect normal work video ： ） I try model consolidation obvious effect code ： ） I want merge element reduce number patch model think model big many element patch want reduce thembut do not find good idea solve try   max maya naviswork merge element reduce number patchesbut none work welli have not find well way reduce patch merge element good way solve flicker problem
"['node.js', 'autodesk-forge', 'autodesk-model-derivative']","{'user_type': 'does_not_exist', 'display_name': 'user8246956'}",True,529,45074808.0,2,2,2020-04-13 10:55:14,2017-07-03 07:46:12,44880252,CC BY-SA 3.0,https://stackoverflow.com/questions/44880252/svf-model-derivative-downloaded-as-an-almost-empty-zip-file-autodesk-forge,SVF model derivative downloaded as an (almost) empty ZIP file (Autodesk Forge),"I have been a happy developer on Autodesk Forge these recent months, and have been able to perform several tasks using the API's. However, I can't seem to be able to download SVF model derivatives properly (derived either from IFC or RVT files). I've tried the direct command or the forge-apis NPM package, without success. Oddly the download works fine, but all I get is a ZIP file with empty directories (""geometry"", ""material"", ""scene""), and (non-empty) ""manifest.json"" and ""metadata.json"" files. I use a two-legged authentication process to generate the token (the files are on my Forge developer's account, not on A360 or BIM360). I am able to view the files with the 3D viewer, so the conversion from RVT or IFC to SVF works nicely. I also tried the model extractor, but this doesn't allow me to retrieve the derivative either (""Cannot GET /extracted/2836276-AC11-Institute-Var-2-IFCifc.zip""). Any idea? Thanks in advance.",78,1216,svf model derivative download almost empty zip file autodesk forge,happy developer autodesk forge recent month able perform several task use apis however can not seem able download svf model derivative properly derive either ifc rvt file I ve try direct command forgeapis npm package without success oddly download work fine get zip file empty directory geometry material scene nonempty manifestjson metadatajson file use twolegged authentication process generate token file forge developer account    able view file   viewer conversion rvt ifc svf work nicely also try model extractor do not allow retrieve derivative either can not get   idea thank advance
"['javascript', 'three.js', 'shader', 'autodesk-forge']","{'reputation': 4733, 'user_id': 4279201, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/cff52351d37f559a2f8886ccf441cdb7?s=128&d=identicon&r=PG&f=1', 'display_name': 'shinzou', 'link': 'https://stackoverflow.com/users/4279201/shinzou'}",True,7665,42273296.0,1,1,2020-01-13 07:49:44,2017-02-16 10:37:47,42271444,CC BY-SA 3.0,https://stackoverflow.com/questions/42271444/opacity-of-material-in-three-js,Opacity of material in THREE.js,I'm using lambert shader and in the exaple it sets the material like this: Before I had a simple shader that set the material like this where I could control the alpha: But it looks like the lambert shader doesn't have a color vector4. Any idea on how to control the alpha? I use the same example for the lambert shader from here: And the simple shader was from:,31,1092,opacity material threejs,use lambert shader exaple set material like simple shader set material like could control alpha look like lambert shader do not color   idea control alpha use example lambert shader simple shader
['autodesk-forge'],"{'reputation': 114, 'user_id': 2337681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21e5282afb2155383dc7283243a93f3d?s=128&d=identicon&r=PG', 'display_name': 'Gregor', 'link': 'https://stackoverflow.com/users/2337681/gregor'}",True,797,55165708.0,3,1,2019-08-10 08:39:08,2019-03-14 14:32:35,55165163,CC BY-SA 4.0,https://stackoverflow.com/questions/55165163/cant-compile-react-app-with-forge-viewer-cant-compile-autodesk-not-defined,can&#39;t compile react app with forge viewer - can&#39;t compile - Autodesk not defined un-def,we want to move some of our forge viewer code base into a react-app and can't figure out how to use the viewer3d js api without appending all Autodesk.Viewer.... usages in our components with window.* This works in all the (excellent and extensive) git samples we've studied. why? we load the viewer3d.js file in the index.html between the  and the react landing : the error we get (for every instance of usage of the Autodesk namespace): this works: this doesn't work:,95,1006,  compile react app forge viewer   compile autodesk define undef,want move forge view code base reactapp can not figure use   js api without append autodeskviewer usage component window work excellent extensive git sample we ve study load   file indexhtml react land error get every instance usage autodesk namespace work do not work
"['autodesk', 'autodesk-forge', 'autodesk-viewer', 'autodesk-model-derivative']","{'reputation': 133, 'user_id': 5262057, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/11441638a613930fa7c4d45fd8fae70b?s=128&d=identicon&r=PG&f=1', 'display_name': 'silicon mode', 'link': 'https://stackoverflow.com/users/5262057/silicon-mode'}",True,1798,42013342.0,2,1,2017-02-02 22:17:12,2017-02-02 18:42:16,42009930,CC BY-SA 3.0,https://stackoverflow.com/questions/42009930/how-do-i-download-svg-svf-for-offline-viewing-with-autodesk-model-forge-apis,How do I download SVG/SVF for offline viewing with Autodesk Model Forge APIs,"I am able to accomplish all steps to upload Revit files and translate and load in viewer. I am now trying to download the translated SVG/SVF for offline viewing. I found reference to the following endpoint and tested it out with this: API returns: {""diagnostic"":""Derivative api only supports adsk.viewing & adsk.objects urn""}",76,914,download svgsvf offline view autodesk model forge apis,able accomplish step upload revit file translate load viewer try download translate svgsvf offline view find reference follow endpoint test api return diagnosticderivative api support adskviewing adskobject urn
"['javascript', 'autodesk-forge', 'autodesk-viewer', 'autodesk-model-derivative']","{'reputation': 104, 'user_id': 4193718, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e444862daf80b2d514811a053e69217c?s=128&d=identicon&r=PG&f=1', 'display_name': 'Gaurav', 'link': 'https://stackoverflow.com/users/4193718/gaurav'}",True,1102,50739062.0,1,1,2018-06-07 10:34:05,2018-06-07 07:50:23,50735701,CC BY-SA 4.0,https://stackoverflow.com/questions/50735701/how-to-get-model-object-metadata-properties-in-javascript-autodesk,How to get Model object metadata properties in Javascript AutoDesk,"I am working with AutoDesk Forge Viewer (2D) in Javascript with Offline svf file.
I have converted the .dwg file to svf file. How can I get Model Object Metadata properties in Javascript like we get using the api "" {urn}/metadata/{guid}/properties"" ? I tried using viewer.model.getProperties(dbId,function,funtion), but this only gives me details of particular to that dbId but i want the list of properties. Please help me with this.",66,637,get model object metadata propertie javascript autodesk,work autodesk forge viewer   javascript offline svf filei convert dwg file svf file get model object metadata property javascript like get use api urnmetadataguidpropertie try use viewermodelgetpropertiesdbidfunctionfuntion give detail particular dbid want list property please help
"['autodesk-forge', 'autodesk-model-derivative']","{'reputation': 31, 'user_id': 623343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/236c976d521bd307eea58f7b996fd2b4?s=128&d=identicon&r=PG&f=1', 'display_name': 'g-birk', 'link': 'https://stackoverflow.com/users/623343/g-birk'}",True,88,,1,1,2021-03-04 14:14:47,2021-03-02 20:53:03,66446973,CC BY-SA 4.0,https://stackoverflow.com/questions/66446973/model-derivative-getting-properties-for-specific-object-fails-with-404,Model Derivative: Getting properties for specific object fails with 404,"I have a strange problem with the Autodesk Forge Model Derivative API. When getting properties for an object, using the endpoint, I sometimes get a 404 response with this text: The model is uploaded as an IFC, and it's definitely translated to SVF. Here's an example request that failed: I have discovered that if I send the same request but without specifying the , something seems to get fixed. After that, new requests like the one above succeed. However, I don't know how long a ""fix"" like that lasts, and I'd rather not go through this routine every time to be able to get properties for a single object. Who can help?",71,1341,model derivative get property specific object fail,strange problem autodesk forge model derivative api get property object use endpoint sometimes get   response text model upload ifc definitely translate svf here example request fail discover send request without specify something seem get fix new request like one succeed however do not know long fix like last I d rather go routine every time able get property single object help
